Router Name,Country Code,Bandwidth (KB/s),Uptime (Days),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit
FreeBavaria,DE,12,0,94.217.207.87,dslb-094-217-207-087.pools.arcor-ip.net,443,80,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
FreeBSD82tornl,NL,1703,9,85.223.49.156,156-49-223.ftth.xms.internl.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on FreeBSD amd64,0,0
freed0m,RO,2,0,89.136.67.117,cpe-89-136-67-117.Braila.Astral.Ro,45555,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
Freedom,DE,20,17,178.25.89.6,178-25-89-6-dynip.superkabel.de,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
freedom4themasses,DE,2,0,77.182.179.28,sign-4db6b31c.pool.mediaWays.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux x86_64,0,0
freedom4u,US,24,7,50.19.52.190,ec2-50-19-52-190.compute-1.amazonaws.com,8080,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.30 on Linux x86_64,0,0
FreeDomI,FR,0,0,90.22.77.147,ARouen-151-1-14-147.w90-22.abo.wanadoo.fr,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7  [workstation],0,0
FreedomIsntFree,US,11,0,65.243.148.48,65.243.148.48.cpifiber.com,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.33 (git-56122e2e9be4c477) on Linux x86_64,0,0
freedompenguin,DE,661,1,78.47.40.248,key-server.org,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux x86_64,0,0
freedomserver2,US,31,0,205.185.120.178,205.185.120.178,4443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
FreedomserversUS,US,2224,1,199.19.104.214,199.19.104.214,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
FreedomserversUS2,US,146,0,204.124.183.227,204.124.183.227,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
FreedomserversVN,VN,847,2,123.30.130.167,static.vdc.vn,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
FreeRelay,BE,155,15,82.146.39.68,vpn-service.ws,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
FreeRelay,RU,342,15,82.146.49.65,fvda01.ispvds.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
FreeRelay,RU,741,23,188.120.245.249,vpn-service.biz,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux x86_64,0,0
freeshell,DE,39,25,94.247.40.147,94.247.40.147,9090,9091,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
freeshell2,DE,768,3,78.46.95.108,websrv01.mars-solutions.biz,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux x86_64,0,0
freeshell3,DE,484,3,78.46.79.169,websrv02.mars-solutions.biz,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux x86_64,0,0
freeside,US,308,9,76.10.214.53,freeside.brokenlcd.net,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
FreeSpeech,PL,9,15,85.221.170.79,c170-79.icpnet.pl,443,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
freethought,US,0,0,108.212.225.198,adsl-108-212-225-198.dsl.klmzmi.sbcglobal.net,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
FreeTibetForevah,US,13,0,67.49.162.171,cpe-67-49-162-171.hawaii.res.rr.com,443,80,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Server 2003 Service Pack 2 [server],0,0
freetztor,DE,6,1,92.196.48.141,port-92-196-48-141.dynamic.qsc.de,143,80,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
frell2,DE,899,23,85.10.240.250,www.anon-proxy.de,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
frogbeard,SE,10,23,46.39.102.2,customer-46-39-102-2.stosn.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
Frogs,BE,11,0,81.164.164.124,d51A4A47C.access.telenet.be,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin i386,0,0
Frohike,FI,31,2,80.221.68.246,cable-roi-fe44dd00-246.dhcp.inet.fi,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Windows XP Service Pack 3- v.6055 [workstation],0,0
frontserver,US,70,7,67.183.30.111,c-67-183-30-111.hsd1.wa.comcast.net,9090,9091,0,0,1,0,1,0,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux x86_64,0,0
froschitor,GB,0,55,80.68.95.172,froschi.vm.bytemark.co.uk,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux i686,0,0
fruiteater,US,175,24,198.252.153.53,fruiteater.riseup.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux x86_64,0,0
fruitsco,JP,80,96,125.54.166.143,KD125054166143.ppp-bb.dion.ne.jp,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.33 (git-56122e2e9be4c477) on Linux i686,0,0
FSBtestlab,RU,7,2,109.68.191.184,vps.node72.doloremipsum.com,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
FSF,US,989,25,140.186.70.48,tor.fsf.org,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
FSFRU3,RU,29,16,141.105.66.117,sr7-626.hostkey.ru,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux i686,0,0
fsingtor,DE,0,0,62.141.37.30,fsing.rootsland.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
fslkbt,RO,12,0,79.112.59.135,79-112-59-135.iasi.fiberlink.ro,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
fuckdpi,FR,1,0,82.225.85.234,ach86-1-82-225-85-234.fbx.proxad.net,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin i386,0,0
FuckWorldPolice,US,0,10,74.74.172.138,cpe-74-74-172-138.rochester.res.rr.com,443,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
funnyadultgamesplay,CA,841,7,74.3.165.39,74.3.165.39,2202,2022,0,1,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux i686,0,0
FuscataTor,US,5,0,67.233.103.9,va-67-233-103-9.sta.embarqhsd.net,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
FusRoDah,US,29,5,74.131.6.242,74-131-6-242.dhcp.insightbb.com,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
fusselwurm,DE,54,22,178.63.95.70,gronom.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
futurology,DE,149,1,83.169.17.212,lvps83-169-17-212.dedicated.hosteurope.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux x86_64,0,0
gabelmoo,DE,118,0,212.112.245.170,tor-dirauth.sebastianhahn.net,443,80,1,0,0,0,1,0,1,1,1,Tor 0.2.3.10-alpha-dev (git-ecdea4eeafd921f0) on Linux x86_64,0,0
gadg3ts,GB,0,21,87.194.125.162,home.gongbong.com,9001,None,0,1,0,0,0,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
gadgetdevil,US,5,2,50.0.37.4,50-0-37-4.dsl.static.sonic.net,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7  [workstation],0,0
Gallifrey,SE,312,30,83.254.26.41,c83-254-26-41.bredband.comhem.se,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux armv5tel,0,0
Gallium,US,179,0,216.66.81.36,216.66.81.36,9001,None,0,1,1,1,0,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
gallonsok,US,1,0,74.238.241.32,adsl-074-238-241-032.sip.lft.bellsouth.net,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
gallowsgroundRelay,SE,14,1,85.24.168.26,h-168-26.a192.priv.bahnhof.se,9090,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on FreeBSD i386,0,0
ganeshananda,BE,41,0,91.183.48.92,92.48-183-91.adsl-static.isp.belgacom.be,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
garine,US,121,2,64.31.18.199,garine.no-ip.biz,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
garnet,AU,6,24,59.167.234.52,garnet.power.on.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
gashmish,RU,1417,39,89.112.2.176,89.112.2.176.pppoe.eltel.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux i686,0,0
gated,US,2,20,68.232.113.184,h184.113.232.68.dynamic.ip.windstream.net,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
gawain,DE,5,1,84.176.133.46,p54B0852E.dip0.t-ipconnect.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux i686,0,0
gdwl2,FR,72,71,95.142.174.183,95.142.174.183,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux x86_64,0,0
gdwl6,US,168,72,75.119.219.205,ps44498.dreamhost.com,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux x86_64,0,0
gedankenverbrechen,DE,180,12,212.40.171.22,www.hassblog.de,443,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
Geekheads,US,25,28,71.239.91.32,c-71-239-91-32.hsd1.il.comcast.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux i686,0,0
gene1,US,17,0,50.19.118.57,ec2-50-19-118-57.compute-1.amazonaws.com,8080,None,0,0,0,0,1,0,1,1,0,Tor 0.2.1.30 on Linux i686,1,0
genius3d,MY,8,10,210.48.153.238,mercumaya.net,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
genpashiro,FR,0,2,81.66.170.221,81-66-170-221.rev.numericable.fr,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
GEO,US,521,0,128.117.43.92,dolores.guest.ucar.edu,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Darwin i386,0,0
GeorgeIV,RU,136,2,178.252.87.23,87-23.nwlink.spb.ru,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
gephyrophobe,DE,1995,25,88.198.100.230,gephyro.pho.be,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux x86_64,0,0
GetBitcoinNow,CA,40,1,209.15.222.6,the-nsa.j00nix.com,1337,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
gggg,RU,12,0,178.170.144.111,178-170-144-111.net.globatel.ru,80,None,0,1,1,0,1,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
ghewgill,US,24,24,69.41.174.196,occam.hewgill.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD i386,0,0
ghostgraztor3,NL,12253,19,89.248.174.73,hosted-by.ecatel.net,443,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
GIA,US,16,0,71.42.135.159,rrcs-71-42-135-159.sw.biz.rr.com,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
GiantTor,DE,258,13,78.47.53.78,tor.yit.cc,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
gibberish,DE,156,45,84.38.65.79,daniel-hlawatsch.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.1.31 (git-df8aa0a7943a6364) on Linux i686,0,0
giga,US,8,10,209.123.162.66,giga.servo.cc,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.33 (git-56122e2e9be4c477) on Linux i686,0,0
gigatux,GB,271,14,109.169.23.202,109.169.23.202,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
GJ8472,CA,13,0,99.250.44.58,CPE00d0fd3a28f2-CM001bd7132486.cpe.net.cable.rogers.com,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
gksrwwqk,RU,14,0,188.143.233.75,188.143.233.75,80,None,0,1,1,0,1,1,1,1,0,Tor 0.2.2.33 (git-8522652d8e9213d4) on Linux x86_64,0,0
Gliese581g,RU,808,5,188.134.93.4,rusresource.org,444,3128,0,0,1,0,1,1,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on FreeBSD amd64,0,0
globenet,FR,151,24,80.67.172.19,tor.globenet.org,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
goblin,FR,6,0,84.102.56.62,62.56.102.84.rev.sfr.net,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
godlessUser,IT,7,2,79.50.38.25,host25-38-dynamic.50-79-r.retail.telecomitalia.it,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
GodspeedHumanity,US,99,2,68.44.1.4,c-68-44-1-4.hsd1.nj.comcast.net,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin i386,0,0
godzilla,SE,29,1,83.227.52.173,c-ad34e353.3129522--62697410.cust.bredbandsbolaget.se,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.3.10-alpha-dev (git-489db38229074e3d) on Linux x86_64,0,0
GoElephantGoGoGo,SE,2,25,87.227.76.45,45.76.227.87.static.orby.siw.siwnet.net,9001,None,0,1,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
goetschitsTOR,DE,303,13,46.4.118.254,tor.goetsch-its.com,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
gogglesToAvoidTears,US,14,0,209.6.74.137,209-6-74-137.c3-0.abr-ubr1.sbo-abr.ma.cable.rcn.com,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
goki,MA,0,0,41.140.17.16,41.140.17.16,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.30 on Windows XP Service Pack 3 [workstation] {terminal services- single user},0,0
GoldDragon,US,3258,25,38.229.70.54,torproxy07.teamcymru.net,443,8080,0,0,1,0,0,0,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux x86_64,0,0
gonkatron,AU,1,9,211.28.139.75,c211-28-139-75.sunsh3.vic.optusnet.com.au,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux i686,0,0
goodigotdns,CA,0,16,173.206.238.19,dsl-173-206-238-19.tor.primus.ca,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
Goodnet01,US,882,21,69.160.35.87,69.160.35.87,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
goodoldcube,US,54,10,24.187.120.172,ool-18bb78ac.dyn.optonline.net,9110,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin Power Macintosh,0,0
GoodTORServer,RU,33,18,91.144.190.17,dynamicip-91-144-190-17.pppoe.chel.ertelecom.ru,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD i386,0,0
gorekeesurfe,DE,31,8,83.169.20.139,lvps83-169-20-139.dedicated.hosteurope.de,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
gorge,CA,3,0,24.72.54.240,static24-72-54-240.r.rev.accesscomm.ca,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.1.30 on Windows 'Longhorn' Service Pack 2 [workstation] {personal} {terminal services- single user},0,0
Gort,AT,8,0,84.115.37.37,84.115.37.37,8443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
gorz,NL,16857,4,77.247.181.164,.,110,143,0,1,1,0,1,0,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux x86_64,0,0
gothnet,US,136,84,64.27.17.140,unassigned.calpop.com,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.1.30 on Linux x86_64,0,0
goupil,FR,26,20,212.85.155.2,renard.vms.lost-oasis.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux x86_64,0,0
gpfTOR2,DE,931,17,87.118.101.175,gpftor2.privacyfoundation.de,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
gpfTOR4,CZ,1556,23,87.236.194.191,unassigned-87.236.194.191.coolhousing.net,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
gpfTOR5,NL,1239,6,94.75.228.29,privacybox.de,9001,9030,0,0,1,1,1,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
gpfTOR6,NL,1064,6,62.212.67.209,gpftor6.privacyfoundation.de,443,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
gpfTOR7,CZ,4433,1,87.236.194.158,unassigned-87.236.194.158.coolhousing.net,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
grapexia,HU,269,11,86.101.8.239,catv-86-101-8-239.catv.broadband.hu,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
gratinee2,US,247,7,174.140.163.93,tor-proxy.joegratz.net,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
gravityron,US,2,0,24.58.10.121,cpe-24-58-10-121.twcny.res.rr.com,447,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
GrazTor1,AT,339,1,91.118.96.159,159-96-118-91.static.edis.at,443,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Windows 7 Service Pack 1 [workstation],0,0
GreenDragon,US,2957,25,38.229.70.53,torproxy06.teamcymru.net,443,8080,0,0,1,0,0,0,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux x86_64,0,0
GreenLantern,DE,4451,6,188.72.250.109,server104791.santrex.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux x86_64,0,0
Greenwald,US,129,17,46.166.137.253,torexit2.pointless-enterprises.com,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
grepro,RO,5,1,109.99.235.83,109.99.235.83,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux ppc,0,0
grhtorguido,DE,0,0,80.134.194.175,p5086C2AF.dip.t-dialin.net,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.2.33 (git-8522652d8e9213d4) on Linux i686,0,0
gt500,PL,3,23,62.121.98.118,gt500.v8.waw.pl,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
guardingdark,US,111,42,66.228.46.212,li327-212.members.linode.com,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux i686,0,0
GuentersNightmare,DE,3,0,83.171.153.10,DSL01.83.171.153.10.ip-pool.NEFkom.net,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
guilhem,SE,572,6,46.239.117.180,guilhem.ros.sgsnet.se,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
Guinevere,US,7,1,184.155.82.209,184-155-82-209.cpe.cableone.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
gunther,DE,441,25,212.112.241.30,ipx22091.ipxserver.de,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
gurgle,CA,3924,24,129.97.74.17,gurgle.cs.uwaterloo.ca,5011,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
gurgle2,CA,4,0,129.97.74.17,gurgle.cs.uwaterloo.ca,5002,None,0,0,1,0,0,0,1,1,0,Tor 0.2.3.0-alpha-dev (git-ccec0a1bd3736986) on Linux i686,0,0
GuyFawkes,JE,0,16,87.244.117.31,87.244.117.31,9001,None,0,1,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
h19135540,DE,188,24,85.214.203.252,h1913554.stratoserver.net,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Windows 7 Service Pack 1 [server],0,0
h41l3r15,US,230,0,97.107.131.163,zarathud.carpanet.net,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.1.30 on Linux x86_64,1,0
h4DOTx0DOTrs,AT,1339,25,77.244.246.91,h4.x0.rs,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
HaburGate,US,28,17,70.162.166.191,ip70-162-166-191.ph.ph.cox.net,447,9031,0,0,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Windows XP Service Pack 3 [workstation],0,0
hackistan,US,4,31,69.164.219.134,hackistan.us,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.30 on Linux x86_64,0,0
Haex8me0xupi,US,1646,7,66.90.71.195,.,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
hagoiex,KW,19,0,80.184.80.190,80.184.80.190,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.1.30 on Linux i686,0,0
HaL1984,FR,0,7,88.177.202.125,glo44-6-88-177-202-125.fbx.proxad.net,9001,None,0,1,0,0,0,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
hamburgo,DE,24,0,92.230.195.20,g230195020.adsl.alicedsl.de,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
hamidmehraz,IR,0,0,2.179.52.119,2.179.52.119,443,9030,0,1,0,0,0,0,1,1,1,Tor 0.2.2.32 (git-877e17749725ab88) on Windows 7  [workstation],0,0
HanaMakihatayama,US,424,23,178.18.254.11,178.18.254.11,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
hands,GB,1475,25,83.142.228.14,tor-exit-readme.hands.com,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux x86_64,0,0
hanfisTorRelay,DE,54,22,88.198.56.140,load-me-in-a-browser-if-this-tor-node-is-causing-you-grief.spahan.ch,443,80,0,1,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
